,worn
25004,1
10145,0
752,0
21532,0
15273,1
18102,1
14715,1
10182,0
17398,1
6017,1
71,0
14055,0
6332,1
17146,1
23404,1
8760,1
3985,0
6427,1
11164,0
6681,1
18300,1
21921,0
2899,0
10312,0
9115,1
20469,1
20575,1
17729,1
15011,1
17212,1
23631,1
10371,0
2260,0
20603,1
17088,1
10930,0
15013,1
737,0
7406,1
6691,1
3888,0
9220,1
758,0
2463,0
15229,1
15023,1
1635,0
19321,1
18690,1
6706,1
21833,0
1527,0
8869,1
21754,0
13246,0
9970,0
5921,1
21971,0
18417,1
4351,0
19513,1
16907,1
3356,0
18028,1
12229,0
14778,1
10043,0
15576,1
5977,1
15321,1
7833,1
5909,1
6386,1
16199,1
993,0
23309,1
18762,1
22655,0
810,0
23310,1
16338,1
22086,0
8378,1
17786,1
767,0
24951,1
12345,0
6004,1
6095,1
2583,0
607,0
11705,0
8691,1
25014,1
802,0
10646,0
20005,1
6709,1
17335,1
22151,0
6296,1
9549,1
12670,0
10655,0
9423,1
22605,0
15018,1
13273,0
24634,1
6835,1
12125,0
24601,1
9322,1
21827,0
6680,1
2585,0
9857,0
1363,0
1586,0
21916,0
16881,1
12300,0
2436,0
4687,0
21852,0
7760,1
24719,1
15086,1
13174,0
6837,1
1506,0
6091,1
19329,1
16992,1
1561,0
6044,1
12478,0
18562,1
10344,0
6410,1
11199,0
18323,1
14882,1
987,0
13987,0
14604,1
24997,1
15505,1
18749,1
11619,0
24702,1
9841,0
6099,1
21410,0
4796,0
3438,0
10589,0
13833,0
6491,1
5881,1
11447,0
24632,1
17128,1
17240,1
12505,0
22462,0
20499,1
8396,1
11506,0
16813,1
3913,0
8599,1
14823,1
7763,1
9217,1
4817,0
7364,1
15179,1
17654,1
13553,0
558,0
3828,0
4461,0
18777,1
2913,0
21198,0
22106,0
15939,1
24769,1
23159,1
10852,0
16937,1
21142,0
18416,1
15527,1
13962,0
4515,0
4589,0
18772,1
16134,1
10948,0
263,0
1024,0
14886,1
15937,1
10860,0
9017,1
1593,0
13685,0
20588,1
14041,0
7869,1
20021,1
15521,1
16288,1
12520,0
942,0
17924,1
8300,1
8298,1
9118,1
11464,0
17634,1
21715,0
15415,1
18007,1
915,0
17987,1
17639,1
2521,0
818,0
20406,1
2942,0
6843,1
19221,1
3063,0
17414,1
13274,0
16999,1
9075,1
7316,1
17099,1
7723,1
12192,0
6726,1
21374,0
9398,1
23553,1
14513,1
14128,0
14594,1
17478,1
17048,1
19169,1
631,0
6754,1
17321,1
10811,0
108,0
9064,1
3515,0
18247,1
10686,0
4686,0
17092,1
3106,0
6042,1
2992,0
4823,0
17805,1
11428,0
19312,1
6704,1
22530,0
17791,1
8120,1
16162,1
10916,0
17289,1
24669,1
21461,0
4447,0
15503,1
20018,1
246,0
8074,1
7604,1
5540,1
435,0
58,0
21998,0
12452,0
14033,0
7921,1
12178,0
23588,1
10586,0
22168,0
1467,0
965,0
18608,1
10061,0
5905,1
22411,0
2049,0
9362,1
10381,0
7310,1
5584,1
15054,1
3033,0
14720,1
10887,0
4647,0
14749,1
3075,0
23540,1
606,0
21997,0
22084,0
18499,1
17630,1
1025,0
7585,1
11179,0
23458,1
7195,1
24301,1
22187,0
6003,1
9510,1
21299,0
7751,1
6777,1
8725,1
15030,1
22548,0
5539,1
20528,1
7333,1
6651,1
16303,1
17409,1
18639,1
19377,1
8380,1
19498,1
1235,0
4444,0
12477,0
13153,0
24070,1
547,0
696,0
11100,0
23172,1
19395,1
25009,1
17451,1
17849,1
975,0
8075,1
16317,1
2100,0
3665,0
15339,1
2588,0
16050,1
15550,1
21177,0
23405,1
10249,0
17871,1
2175,0
17045,1
4453,0
17105,1
14015,0
870,0
22699,0
13884,0
16182,1
13351,0
21303,0
12213,0
674,0
18544,1
15973,1
561,0
2215,0
1438,0
3086,0
4518,0
6820,1
11024,0
1613,0
7541,1
6447,1
9327,1
15578,1
104,0
12465,0
3889,0
299,0
7355,1
14064,0
22157,0
7057,1
12204,0
138,0
4694,0
24698,1
22500,0
4132,0
24977,1
3656,0
20034,1
15197,1
17812,1
8942,1
4443,0
7460,1
12332,0
4423,0
7871,1
645,0
16796,1
6747,1
24053,1
18119,1
13917,0
9210,1
6867,1
19404,1
13294,0
3435,0
22173,0
18490,1
8908,1
8894,1
21423,0
23202,1
22413,0
481,0
17127,1
14861,1
17319,1
652,0
21509,0
8558,1
3858,0
3838,0
16148,1
6070,1
24267,1
13191,0
14725,1
1592,0
4130,0
7299,1
10295,0
20500,1
21362,0
22207,0
10626,0
8741,1
14891,1
24770,1
10184,0
13826,0
24223,1
9913,0
4856,0
2440,0
19212,1
14031,0
537,0
22524,0
8092,1
9555,1
17990,1
17785,1
3984,0
17196,1
14489,1
334,0
11172,0
24160,1
732,0
13773,0
5832,1
15426,1
17401,1
4843,0
14761,1
13267,0
20504,1
10590,0
18806,1
72,0
6248,1
2040,0
1502,0
8496,1
18443,1
22709,0
9226,1
2154,0
12656,0
10769,0
10022,0
15548,1
9368,1
22547,0
22564,0
24587,1
19559,1
7347,1
13835,0
387,0
9094,1
9960,0
16023,1
17718,1
10909,0
12632,0
23290,1
11616,0
23153,1
17888,1
11643,0
2208,0
22021,0
13686,0
5345,1
3053,0
10690,0
14849,1
2561,0
12310,0
13300,0
13510,0
9389,1
371,0
15902,1
12481,0
17494,1
8715,1
10838,0
4044,0
2600,0
4455,0
21719,0
4489,0
23511,1
22546,0
21721,0
5518,1
21364,0
23416,1
18042,1
9076,1
5553,1
2489,0
8714,1
21761,0
8654,1
9216,1
5567,1
3561,0
840,0
14550,1
23182,1
6495,1
24245,1
3948,0
9228,1
4563,0
13346,0
18661,1
7323,1
11152,0
13539,0
8241,1
23427,1
16112,1
4639,0
13912,0
13380,0
11601,0
19827,1
17676,1
17411,1
23953,1
21329,0
583,0
111,0
8577,1
8866,1
3616,0
14820,1
7412,1
19372,1
19897,1
8631,1
6304,1
402,0
24286,1
14138,0
12186,0
13323,0
44,0
24827,1
6050,1
18082,1
14996,1
9323,1
21230,0
2101,0
2970,0
813,0
18641,1
24560,1
6007,1
6725,1
4106,0
13904,0
4492,0
24511,1
1022,0
19874,1
6418,1
7985,1
11138,0
17462,1
18223,1
5900,1
2556,0
8575,1
5342,1
4703,0
19839,1
22059,0
21486,0
4125,0
21391,0
446,0
3565,0
8160,1
3622,0
11516,0
18310,1
17970,1
11119,0
9144,1
3938,0
6450,1
6406,1
1355,0
6769,1
22609,0
14643,1
23894,1
17266,1
3618,0
24798,1
14623,1
10957,0
5491,1
11002,0
23598,1
1610,0
8772,1
24255,1
15048,1
8066,1
9451,1
8977,1
14899,1
11756,0
8924,1
23537,1
21959,0
19154,1
16006,1
11423,0
12268,0
16811,1
21909,0
6498,1
13996,0
19363,1
21799,0
57,0
21197,0
9105,1
2535,0
23186,1
7306,1
19209,1
24182,1
18751,1
22390,0
18714,1
13849,0
773,0
19799,1
1263,0
15001,1
16909,1
6642,1
485,0
19905,1
1968,0
11427,0
7237,1
18486,1
7366,1
17079,1
22627,0
8252,1
3433,0
12555,0
1337,0
18667,1
14737,1
19788,1
6828,1
12559,0
8303,1
23503,1
10050,0
875,0
15940,1
806,0
13873,0
4559,0
2563,0
12155,0
83,0
23516,1
8324,1
24041,1
5943,1
24682,1
9119,1
17725,1
7586,1
14633,1
7392,1
7791,1
13353,0
3056,0
18092,1
24095,1
19382,1
10638,0
86,0
10771,0
4080,0
3085,0
22064,0
3110,0
10873,0
5428,1
15251,1
9372,1
4018,0
17906,1
2840,0
17194,1
13979,0
24804,1
24875,1
22107,0
10986,0
13958,0
14032,0
5655,1
14840,1
8569,1
12285,0
16917,1
8737,1
11725,0
10229,0
646,0
21925,0
8245,1
13317,0
7166,1
18267,1
6826,1
13822,0
4015,0
6441,1
19231,1
5380,1
13283,0
2177,0
8990,1
13358,0
10058,0
13937,0
24712,1
11019,0
2420,0
4797,0
16256,1
16929,1
4495,0
14714,1
7405,1
23464,1
11491,0
18631,1
851,0
17122,1
22603,0
281,0
8989,1
18088,1
12337,0
24814,1
24377,1
25054,1
11680,0
2095,0
16175,1
982,0
14750,1
10665,0
7341,1
10243,0
2871,0
6656,1
14918,1
7409,1
10393,0
8907,1
13815,0
17470,1
4000,0
6080,1
14574,1
19462,1
14528,1
8579,1
9990,0
11048,0
24282,1
17332,1
4723,0
5618,1
20464,1
2139,0
23255,1
6317,1
24973,1
4594,0
438,0
17973,1
9400,1
13315,0
2949,0
24093,1
19564,1
1491,0
548,0
22504,0
14814,1
18604,1
17421,1
17120,1
25079,1
8904,1
22611,0
4717,0
16363,1
18224,1
21190,0
16876,1
19981,1
12472,0
17450,1
1003,0
17329,1
15480,1
21434,0
2567,0
11632,0
13953,0
16164,1
3551,0
19413,1
14542,1
22663,0
10691,0
2264,0
9469,1
15966,1
24501,1
15569,1
13966,0
10056,0
21753,0
13860,0
8276,1
23488,1
18623,1
1449,0
13388,0
10005,0
1248,0
18508,1
2118,0
3338,0
17164,1
4075,0
3046,0
15922,1
15299,1
5688,1
1498,0
21780,0
14917,1
2523,0
159,0
24902,1
5659,1
1292,0
23419,1
141,0
13393,0
18683,1
21942,0
19976,1
10752,0
11055,0
10924,0
15457,1
13764,0
10328,0
21322,0
14597,1
3576,0
10621,0
22619,0
1638,0
20460,1
9548,1
19896,1
15004,1
21302,0
17979,1
24047,1
3973,0
22566,0
5424,1
1539,0
20537,1
4551,0
13908,0
24251,1
16376,1
10170,0
5951,1
13152,0
1501,0
6851,1
15075,1
4842,0
10205,0
10006,0
2853,0
22499,0
16951,1
24890,1
1632,0
22726,0
13166,0
21216,0
24767,1
8734,1
8905,1
14080,0
11027,0
10707,0
10185,0
2003,0
19760,1
23935,1
6327,1
10012,0
21101,0
24108,1
13766,0
17108,1
932,0
9148,1
20614,1
3474,0
3041,0
24772,1
5908,1
9974,0
940,0
10149,0
533,0
1639,0
24706,1
20478,1
382,0
7448,1
878,0
535,0
12365,0
9031,1
11143,0
20495,1
24761,1
5363,1
11692,0
14775,1
170,0
23486,1
3499,0
8320,1
16973,1
11615,0
17873,1
7622,1
15445,1
5441,1
16853,1
5847,1
21209,0
14959,1
6846,1
17314,1
1238,0
10975,0
3505,0
17972,1
3840,0
19218,1
3884,0
4577,0
24816,1
3460,0
18597,1
7198,1
17106,1
10376,0
22438,0
74,0
25022,1
490,0
23130,1
14697,1
301,0
6243,1
19428,1
24778,1
554,0
18006,1
18063,1
9027,1
13459,0
7175,1
15495,1
23492,1
6240,1
24499,1
6206,1
13422,0
5920,1
21218,0
25000,1
8663,1
3848,0
6260,1
4356,0
6787,1
3953,0
555,0
10928,0
866,0
24722,1
24064,1
8584,1
18638,1
13902,0
871,0
18406,1
4526,0
16932,1
24970,1
13282,0
310,0
8362,1
23555,1
10271,0
10825,0
14867,1
22452,0
14972,1
7157,1
24305,1
5602,1
23139,1
5622,1
17116,1
10039,0
23343,1
19934,1
4671,0
11080,0
17134,1
8678,1
17697,1
3915,0
21939,0
6793,1
1481,0
9392,1
16191,1
21938,0
5985,1
13243,0
11536,0
11492,0
9244,1
17728,1
17193,1
8065,1
7828,1
24753,1
17173,1
11674,0
2465,0
23995,1
18556,1
24429,1
2619,0
6872,1
6648,1
2270,0
9842,0
20423,1
142,0
13762,0
5876,1
2249,0
10105,0
9961,0
3346,0
13761,0
22518,0
18743,1
18470,1
1026,0
22184,0
8011,1
11649,0
1426,0
10010,0
18712,1
21457,0
14081,0
24944,1
3185,0
24099,1
6000,1
10702,0
19333,1
4721,0
11627,0
11563,0
23339,1
14857,1
12421,0
14789,1
17230,1
5597,1
886,0
5683,1
4613,0
17189,1
14587,1
22154,0
17903,1
21895,0
24461,1
12131,0
21317,0
7256,1
21907,0
7616,1
16001,1
4475,0
13840,0
6229,1
23117,1
19558,1
10653,0
137,0
23639,1
8732,1
1464,0
10998,0
13175,0
3399,0
10189,0
16107,1
3157,0
10542,0
21367,0
4841,0
556,0
2216,0
17499,1
24246,1
8165,1
14045,0
12116,0
6687,1
22035,0
3554,0
5425,1
1416,0
2602,0
1577,0
14540,1
24084,1
22650,0
332,0
9049,1
25016,1
8367,1
8335,1
22203,0
17170,1
15266,1
19387,1
8592,1
341,0
15407,1
8891,1
13458,0
17015,1
5455,1
19850,1
21773,0
21139,0
12455,0
3340,0
21452,0
25008,1
23386,1
3136,0
2079,0
8998,1
19804,1
7402,1
7186,1
6696,1
13379,0
5365,1
24487,1
13427,0
24614,1
21935,0
3174,0
4433,0
6647,1
12615,0
21451,0
6233,1
5599,1
10943,0
24841,1
22602,0
3064,0
5436,1
22211,0
5917,1
17316,1
9204,1
4126,0
2604,0
106,0
24929,1
13537,0
24915,1
23514,1
14985,1
10313,0
3678,0
4799,0
18292,1
8057,1
21541,0
16128,1
6640,1
8358,1
5869,1
24728,1
8600,1
5871,1
4466,0
24177,1
9124,1
14977,1
4428,0
3545,0
12223,0
1042,0
14651,1
9433,1
21520,0
6107,1
14993,1
132,0
18691,1
20448,1
1977,0
637,0
24672,1
23224,1
7252,1
2539,0
1496,0
8170,1
12379,0
14727,1
7900,1
18037,1
23166,1
7898,1
6497,1
1443,0
8140,1
14678,1
1413,0
3001,0
17438,1
7624,1
17449,1
3381,0
23173,1
22212,0
1004,0
9223,1
9098,1
19782,1
17678,1
3971,0
21460,0
20503,1
25072,1
17351,1
2817,0
19837,1
8683,1
889,0
416,0
7451,1
8897,1
13448,0
8789,1
10609,0
11175,0
11677,0
4556,0
24167,1
10241,0
14979,1
6470,1
7565,1
24122,1
10311,0
2056,0
7814,1
17466,1
4435,0
8613,1
19485,1
4626,0
6075,1
22710,0
9946,0
2547,0
13834,0
18448,1
1619,0
22169,0
8126,1
8689,1
12107,0
8652,1
5978,1
7280,1
2168,0
18565,1
18645,1
24330,1
21447,0
7749,1
23994,1
24559,1
13471,0
23333,1
8945,1
9369,1
11029,0
19716,1
286,0
10746,0
5515,1
19195,1
15543,1
23185,1
8746,1
15565,1
16384,1
14024,0
12497,0
10992,0
7197,1
13377,0
21409,0
718,0
22081,0
17188,1
17226,1
11700,0
12251,0
4550,0
14945,1
10383,0
5632,1
20519,1
2207,0
19993,1
23928,1
16906,1
20434,1
6772,1
17206,1
13385,0
3669,0
17671,1
2518,0
1335,0
18607,1
22178,0
21983,0
15542,1
13670,0
18114,1
2479,0
122,0
7236,1
963,0
2900,0
22215,0
13851,0
11467,0
14089,0
1431,0
14107,0
7050,1
1654,0
18733,1
3070,0
14713,1
23292,1
2977,0
3581,0
239,0
7566,1
22479,0
23349,1
9380,1
6778,1
5502,1
1245,0
11205,0
16115,1
21404,0
1554,0
11419,0
22472,0
4844,0
8377,1
3039,0
7394,1
17926,1
2511,0
17646,1
3057,0
2028,0
11015,0
11520,0
4402,0
20532,1
12450,0
120,0
7432,1
2874,0
2914,0
2943,0
12184,0
14606,1
9925,0
15286,1
13486,0
3359,0
19496,1
19909,1
1603,0
1583,0
24482,1
24361,1
17762,1
24834,1
3614,0
1384,0
10063,0
21150,0
23207,1
11558,0
1997,0
17441,1
17058,1
12340,0
7742,1
5517,1
15322,1
22581,0
13212,0
21892,0
5590,1
17386,1
10763,0
19317,1
13520,0
17187,1
17870,1
19456,1
14932,1
11086,0
7169,1
20612,1
5878,1
324,0
9022,1
2167,0
3642,0
7419,1
18341,1
10720,0
23414,1
14807,1
21534,0
7284,1
17089,1
23917,1
215,0
21861,0
5488,1
1983,0
10128,0
18010,1
12674,0
10047,0
7866,1
24536,1
4623,0
10573,0
21330,0
16230,1
1436,0
24824,1
1466,0
2606,0
21344,0
24623,1
8923,1
24059,1
21208,0
14682,1
5513,1
9556,1
15538,1
11570,0
8003,1
14964,1
16110,1
6712,1
21526,0
14860,1
22392,0
14794,1
12523,0
7607,1
21758,0
22403,0
19944,1
13501,0
12485,0
14619,1
18699,1
6094,1
12112,0
7739,1
19368,1
24817,1
4465,0
380,0
19181,1
14777,1
3104,0
14557,1
3065,0
9850,0
3181,0
5684,1
7589,1
24693,1
3981,0
20403,1
16076,1
24492,1
14925,1
4052,0
12331,0
14760,1
2534,0
1318,0
19384,1
13302,0
8369,1
15920,1
8885,1
5391,1
6101,1
17330,1
18015,1
23361,1
17431,1
2990,0
112,0
24968,1
933,0
7539,1
8207,1
4604,0
13821,0
7298,1
2837,0
18479,1
10634,0
904,0
1001,0
21240,0
9540,1
7059,1
5810,1
22430,0
18070,1
23265,1
12501,0
8901,1
23180,1
16387,1
3389,0
5988,1
18441,1
274,0
2995,0
4794,0
13162,0
8984,1
17872,1
4385,0
415,0
9319,1
21456,0
24435,1
24446,1
5580,1
6019,1
24142,1
4467,0
24730,1
13260,0
17044,1
6122,1
24040,1
20036,1
19533,1
11147,0
10645,0
19314,1
9923,0
413,0
8306,1
22185,0
18572,1
15534,1
475,0
5520,1
19277,1
9005,1
16790,1
19294,1
7449,1
21531,0
3531,0
10242,0
17379,1
18526,1
20431,1
6039,1
410,0
19322,1
4653,0
17691,1
24148,1
10617,0
14507,1
23646,1
8620,1
8622,1
3896,0
10165,0
19986,1
270,0
19552,1
9978,0
585,0
9546,1
15349,1
1950,0
19719,1
17174,1
6606,1
405,0
18080,1
2830,0
17484,1
24144,1
9531,1
19771,1
24453,1
6328,1
10814,0
4564,0
21337,0
15469,1
3391,0
18085,1
4007,0
1419,0
13957,0
21529,0
9263,1
3657,0
21802,0
10302,0
13757,0
23425,1
14874,1
4530,0
17902,1
1544,0
3996,0
8100,1
2066,0
5463,1
7971,1
15172,1
14764,1
2496,0
6231,1
825,0
21731,0
9152,1
16261,1
8334,1
13817,0
1013,0
10348,0
8981,1
11421,0
4517,0
1926,0
5679,1
22414,0
17686,1
10355,0
18594,1
23971,1
23594,1
23946,1
18701,1
20007,1
23283,1
13336,0
19715,1
12434,0
24076,1
15083,1
3473,0
18734,1
5907,1
17376,1
12587,0
23344,1
9966,0
12194,0
6026,1
18767,1
21540,0
18602,1
1302,0
4510,0
19228,1
1242,0
17778,1
7987,1
5687,1
11551,0
2122,0
8109,1
23602,1
19542,1
21727,0
24590,1
3166,0
16070,1
24745,1
17023,1
3018,0
6437,1
20584,1
19860,1
3677,0
4432,0
19997,1
3458,0
24154,1
19755,1
20035,1
16850,1
24594,1
8948,1
9434,1
10334,0
24503,1
2150,0
18145,1
14902,1
13433,0
19264,1
3096,0
19838,1
5822,1
21967,0
654,0
22583,0
16149,1
11738,0
9421,1
8721,1
24147,1
1582,0
9937,0
13354,0
13721,0
10059,0
10882,0
23216,1
7251,1
10806,0
23369,1
10575,0
12210,0
2104,0
8594,1
14614,1
24249,1
8094,1
11136,0
23989,1
8537,1
24383,1
6286,1
24374,1
19223,1
4616,0
16919,1
12611,0
10945,0
12397,0
6439,1
21960,0
13289,0
2222,0
17113,1
24661,1
13864,0
7340,1
16385,1
24818,1
110,0
10903,0
12362,0
7884,1
24235,1
6808,1
638,0
1368,0
12508,0
2001,0
3470,0
15200,1
16246,1
24964,1
24347,1
7064,1
3930,0
2105,0
17104,1
4573,0
24124,1
162,0
4090,0
20022,1
15093,1
4684,0
22000,0
17107,1
19224,1
17072,1
19989,1
755,0
19778,1
10078,0
15934,1
13238,0
1653,0
196,0
4525,0
10756,0
23365,1
18485,1
9357,1
7582,1
21307,0
22535,0
3432,0
4600,0
17269,1
8259,1
11760,0
668,0
6749,1
12647,0
817,0
16347,1
15363,1
23533,1
13666,0
5866,1
688,0
10796,0
17961,1
2520,0
13176,0
5974,1
3475,0
24656,1
21537,0
7820,1
7427,1
19489,1
9987,0
23527,1
8744,1
17373,1
6034,1
23259,1
24094,1
9173,1
11052,0
8224,1
17295,1
17345,1
2873,0
3409,0
1529,0
13853,0
10150,0
17394,1
13425,0
8261,1
23592,1
17054,1
8685,1
614,0
12312,0
9928,0
4583,0
24448,1
8021,1
13565,0
9342,1
6329,1
17770,1
16188,1
6255,1
22025,0
11069,0
19865,1
3966,0
4118,0
5673,1
21152,0
22417,0
24624,1
5598,1
1349,0
1646,0
24464,1
10831,0
9861,0
14833,1
17056,1
10768,0
21161,0
13725,0
3415,0
20512,1
1558,0
13369,0
8063,1
9020,1
22734,0
154,0
9868,0
14019,0
21191,0
3587,0
8559,1
18035,1
7183,1
821,0
1647,0
24667,1
9858,0
16253,1
12137,0
6394,1
18202,1
23474,1
9871,0
2882,0
17378,1
21459,0
669,0
24628,1
2107,0
2528,0
12490,0
9213,1
11193,0
23438,1
2501,0
3020,0
18023,1
5314,1
11115,0
880,0
10929,0
147,0
10758,0
13704,0
14127,0
16133,1
6627,1
635,0
2660,0
17287,1
17132,1
22631,0
14020,0
1999,0
24038,1
24878,1
11515,0
2661,0
9050,1
23479,1
93,0
8992,1
21144,0
3421,0
21288,0
17498,1
23272,1
16026,1
16864,1
18537,1
20596,1
10551,0
10176,0
24555,1
18143,1
16897,1
16202,1
14722,1
5397,1
24133,1
21281,0
19861,1
24031,1
21495,0
16051,1
3027,0
6362,1
12327,0
6723,1
10350,0
17862,1
12314,0
7731,1
15995,1
297,0
5694,1
2570,0
21481,0
2445,0
10868,0
17636,1
7995,1
18208,1
9426,1
2812,0
7152,1
21178,0
2842,0
15058,1
19942,1
8273,1
23911,1
15494,1
23370,1
21108,0
17037,1
24195,1
19587,1
16223,1
10713,0
2099,0
18312,1
3098,0
130,0
12622,0
16278,1
12628,0
14842,1
13769,0
6013,1
655,0
19320,1
18435,1
16361,1
10276,0
20037,1
9008,1
4469,0
3906,0
1672,0
23939,1
8009,1
7372,1
4497,0
5325,1
8510,1
16310,1
11439,0
7754,1
16812,1
23505,1
16060,1
15233,1
14796,1
14571,1
8756,1
13807,0
13740,0
17647,1
8997,1
13208,0
3568,0
6069,1
15257,1
4621,0
8087,1
18200,1
15170,1
8110,1
24026,1
10964,0
14061,0
11702,0
15311,1
10153,0
17993,1
2576,0
729,0
15336,1
4728,0
13337,0
6087,1
12124,0
12364,0
24261,1
12147,0
12409,0
2562,0
19773,1
1459,0
5643,1
7455,1
24298,1
19285,1
4814,0
1575,0
8785,1
23206,1
12530,0
10096,0
12286,0
4635,0
9100,1
11057,0
13924,0
4408,0
8605,1
23932,1
13441,0
21186,0
22526,0
8540,1
12545,0
131,0
13489,0
18711,1
5407,1
24556,1
7054,1
7184,1
5589,1
10822,0
15528,1
10839,0
5874,1
17235,1
3634,0
9473,1
13298,0
2917,0
12548,0
13992,0
6834,1
10788,0
10670,0
14838,1
11465,0
11699,0
15532,1
8223,1
4509,0
3990,0
19249,1
8870,1
25018,1
19479,1
7883,1
22528,0
10847,0
8029,1
6660,1
4683,0
6694,1
20557,1
23367,1
2053,0
14544,1
4507,0
9328,1
6392,1
12438,0
13574,0
24449,1
15374,1
23323,1
418,0
18553,1
7247,1
447,0
5499,1
3344,0
19353,1
22630,0
124,0
4421,0
14790,1
14072,0
883,0
6401,1
8407,1
9158,1
8679,1
9845,0
22379,0
3560,0
19502,1
747,0
10378,0
11186,0
13805,0
19332,1
14590,1
20044,1
1369,0
24881,1
17024,1
3048,0
7620,1
8749,1
10782,0
23122,1
17777,1
649,0
2162,0
18507,1
24888,1
19389,1
16190,1
6338,1
792,0
5949,1
19369,1
6734,1
7623,1
20587,1
24203,1
21305,0
24812,1
10246,0
8154,1
19165,1
11004,0
4658,0
3131,0
19371,1
18134,1
5815,1
5826,1
94,0
19507,1
18568,1
1622,0
6210,1
24602,1
2605,0
24023,1
7793,1
860,0
12277,0
10002,0
7238,1
907,0
24856,1
9437,1
3542,0
7074,1
15912,1
3556,0
5614,1
1291,0
17938,1
15369,1
10728,0
3097,0
3537,0
1266,0
11645,0
5542,1
9876,0
23609,1
7984,1
13702,0
10936,0
17118,1
8318,1
20414,1
22112,0
959,0
13895,0
5472,1
12250,0
2500,0
21985,0
11566,0
16949,1
21272,0
12516,0
16042,1
16315,1
997,0
13755,0
5619,1
24348,1
23317,1
23210,1
7759,1
795,0
15491,1
10595,0
19895,1
629,0
6321,1
9127,1
13164,0
7469,1
21399,0
16196,1
8028,1
9396,1
24525,1
17347,1
690,0
24547,1
19486,1
10294,0
13444,0
17161,1
18378,1
788,0
15387,1
21928,0
14131,0
7450,1
6638,1
2939,0
11525,0
8514,1
12652,0
17667,1
13355,0
7588,1
9371,1
10698,0
8753,1
1278,0
5689,1
23890,1
24240,1
20416,1
17236,1
18387,1
476,0
12560,0
6247,1
1023,0
466,0
16330,1
19262,1
18463,1
6610,1
3439,0
21276,0
11511,0
4403,0
21899,0
13784,0
17707,1
3855,0
8507,1
24079,1
4636,0
19316,1
25044,1
8776,1
167,0
22200,0
950,0
11562,0
21226,0
6821,1
21741,0
8680,1
7418,1
14523,1
15474,1
14958,1
7391,1
1938,0
24110,1
17960,1
21873,0
14018,0
21972,0
12430,0
5607,1
17828,1
2865,0
24759,1
15219,1
23226,1
8052,1
6280,1
15335,1
1479,0
12470,0
666,0
23284,1
19769,1
1400,0
8916,1
19568,1
3652,0
21797,0
18600,1
8268,1
17822,1
2231,0
3026,0
7313,1
15943,1
22664,0
15484,1
14133,0
20564,1
25042,1
24118,1
23199,1
8688,1
24543,1
7549,1
2211,0
12225,0
14904,1
512,0
7795,1
8018,1
22511,0
24880,1
14119,0
3598,0
19547,1
18719,1
2551,0
24908,1
13711,0
23936,1
1372,0
7231,1
13775,0
7063,1
3940,0
4800,0
15270,1
6803,1
11125,0
22543,0
11026,0
10991,0
9154,1
5633,1
18138,1
4094,0
19268,1
8498,1
16215,1
11459,0
23162,1
826,0
19220,1
21222,0
23236,1
3369,0
19311,1
19506,1
7571,1
11640,0
1390,0
7579,1
20485,1
18682,1
338,0
21866,0
18450,1
22163,0
6009,1
21801,0
7880,1
6132,1
20017,1
14556,1
12631,0
9081,1
4672,0
18532,1
18086,1
3162,0
19464,1
15589,1
14592,1
1029,0
23201,1
2125,0
23508,1
5483,1
11621,0
10215,0
8217,1
21105,0
13828,0
12260,0
19928,1
6346,1
3960,0
15391,1
21887,0
16216,1
13303,0
5639,1
20429,1
13340,0
9862,0
7461,1
20441,1
25023,1
9958,0
18352,1
6297,1
17487,1
23585,1
13812,0
12130,0
21875,0
17249,1
21227,0
21479,0
19394,1
17919,1
4827,0
8524,1
14745,1
15554,1
16838,1
24666,1
12244,0
23608,1
22006,0
4436,0
24611,1
853,0
811,0
14577,1
21946,0
3373,0
10593,0
2509,0
10871,0
6809,1
7282,1
2907,0
8539,1
9520,1
8719,1
24489,1
3900,0
14704,1
24657,1
21250,0
9343,1
23119,1
22190,0
21535,0
19879,1
13169,0
18413,1
13876,0
15231,1
3609,0
